joints[0]_x, joints[0]_y, joints[1]_x, joints[1]_y, joints[2]_x, joints[2]_y, joints[3]_x, joints[3]_y, joints[4]_x, joints[4]_y, joints[5]_x, joints[5]_y, joints[6]_x, joints[6]_y, joints[7]_x, joints[7]_y, joints[8]_x, joints[8]_y, joints[11]_x, joints[11]_y,class
0.541666667,0.22826087,0.560185185,0.331521739,0.50462963,0.342391304,0.49537037,0.467391304,0.476851852,0.576086957,0.615740741,0.320652174,0.643518519,0.451086957,0.643518519,0.570652174,0.527777778,0.586956522,0.601851852,0.586956522,0
0.546296296,0.22826087,0.569444444,0.326086957,0.513888889,0.336956522,0.50462963,0.461956522,0.486111111,0.565217391,0.62037037,0.320652174,0.648148148,0.456521739,0.643518519,0.570652174,0.532407407,0.586956522,0.601851852,0.592391304,0
0.550925926,0.22826087,0.574074074,0.331521739,0.518518519,0.342391304,0.509259259,0.467391304,0.490740741,0.559782609,0.625,0.326086957,0.648148148,0.456521739,0.643518519,0.570652174,0.532407407,0.581521739,0.601851852,0.581521739,0
0.550925926,0.22826087,0.574074074,0.331521739,0.518518519,0.342391304,0.509259259,0.467391304,0.490740741,0.559782609,0.625,0.326086957,0.648148148,0.456521739,0.643518519,0.570652174,0.532407407,0.581521739,0.601851852,0.581521739,0
0.555555556,0.222826087,0.574074074,0.331521739,0.523148148,0.336956522,0.509259259,0.456521739,0.5,0.559782609,0.62962963,0.326086957,0.652777778,0.456521739,0.643518519,0.581521739,0.532407407,0.581521739,0.601851852,0.586956522,0
0.555555556,0.222826087,0.574074074,0.331521739,0.523148148,0.336956522,0.509259259,0.456521739,0.5,0.559782609,0.62962963,0.326086957,0.652777778,0.456521739,0.643518519,0.581521739,0.532407407,0.581521739,0.601851852,0.586956522,0
0.560185185,0.233695652,0.578703704,0.331521739,0.523148148,0.336956522,0.513888889,0.467391304,0.513888889,0.570652174,0.62962963,0.326086957,0.652777778,0.456521739,0.643518519,0.576086957,0.541666667,0.586956522,0.611111111,0.592391304,0
0.560185185,0.22826087,0.578703704,0.331521739,0.527777778,0.336956522,0.513888889,0.461956522,0.513888889,0.565217391,0.62962963,0.326086957,0.652777778,0.456521739,0.638888889,0.576086957,0.541666667,0.597826087,0.606481481,0.60326087,0
0.560185185,0.22826087,0.578703704,0.331521739,0.527777778,0.336956522,0.513888889,0.461956522,0.513888889,0.565217391,0.62962963,0.326086957,0.652777778,0.456521739,0.638888889,0.576086957,0.541666667,0.597826087,0.606481481,0.60326087,0
0.564814815,0.22826087,0.578703704,0.331521739,0.527777778,0.336956522,0.518518519,0.456521739,0.513888889,0.559782609,0.62962963,0.326086957,0.648148148,0.456521739,0.638888889,0.576086957,0.541666667,0.576086957,0.606481481,0.581521739,0
0.560185185,0.233695652,0.578703704,0.331521739,0.527777778,0.336956522,0.523148148,0.456521739,0.509259259,0.559782609,0.62962963,0.326086957,0.648148148,0.456521739,0.638888889,0.570652174,0.541666667,0.576086957,0.606481481,0.581521739,0
0.560185185,0.233695652,0.578703704,0.331521739,0.527777778,0.336956522,0.523148148,0.456521739,0.509259259,0.559782609,0.62962963,0.326086957,0.648148148,0.456521739,0.638888889,0.570652174,0.541666667,0.576086957,0.606481481,0.581521739,0
0.560185185,0.22826087,0.578703704,0.331521739,0.527777778,0.336956522,0.523148148,0.451086957,0.509259259,0.548913043,0.625,0.320652174,0.648148148,0.456521739,0.634259259,0.570652174,0.541666667,0.565217391,0.606481481,0.570652174,0
0.550925926,0.233695652,0.574074074,0.331521739,0.527777778,0.336956522,0.523148148,0.451086957,0.50462963,0.548913043,0.62037037,0.326086957,0.643518519,0.461956522,0.625,0.570652174,0.537037037,0.565217391,0.597222222,0.576086957,0
0.550925926,0.233695652,0.574074074,0.331521739,0.527777778,0.336956522,0.523148148,0.451086957,0.50462963,0.548913043,0.62037037,0.326086957,0.643518519,0.461956522,0.625,0.570652174,0.537037037,0.565217391,0.597222222,0.576086957,0
0.541666667,0.22826087,0.569444444,0.331521739,0.523148148,0.336956522,0.513888889,0.451086957,0.5,0.548913043,0.62037037,0.326086957,0.634259259,0.456521739,0.615740741,0.581521739,0.532407407,0.570652174,0.597222222,0.576086957,0
0.537037037,0.233695652,0.564814815,0.331521739,0.523148148,0.336956522,0.518518519,0.456521739,0.5,0.554347826,0.606481481,0.326086957,0.62037037,0.451086957,0.587962963,0.586956522,0.537037037,0.570652174,0.592592593,0.586956522,0
0.537037037,0.233695652,0.564814815,0.331521739,0.523148148,0.336956522,0.518518519,0.456521739,0.5,0.554347826,0.606481481,0.326086957,0.62037037,0.451086957,0.587962963,0.586956522,0.537037037,0.570652174,0.592592593,0.586956522,0
0.527777778,0.233695652,0.560185185,0.336956522,0.523148148,0.342391304,0.518518519,0.461956522,0.50462963,0.565217391,0.597222222,0.331521739,0.611111111,0.461956522,0.560185185,0.565217391,0.532407407,0.581521739,0.583333333,0.592391304,0
0.523148148,0.233695652,0.555555556,0.336956522,0.518518519,0.342391304,0.518518519,0.456521739,0.467592593,0.510869565,0.587962963,0.331521739,0.597222222,0.456521739,0.532407407,0.559782609,0.532407407,0.576086957,0.578703704,0.576086957,0
0.523148148,0.233695652,0.555555556,0.336956522,0.518518519,0.342391304,0.518518519,0.456521739,0.467592593,0.510869565,0.587962963,0.331521739,0.597222222,0.456521739,0.532407407,0.559782609,0.532407407,0.576086957,0.578703704,0.576086957,0
0.513888889,0.239130435,0.550925926,0.331521739,0.518518519,0.342391304,0.523148148,0.461956522,0.486111111,0.505434783,0.578703704,0.326086957,0.583333333,0.451086957,0.50462963,0.543478261,0.541666667,0.586956522,0.583333333,0.592391304,0
0.509259259,0.239130435,0.546296296,0.331521739,0.518518519,0.336956522,0.513888889,0.467391304,0.472222222,0.52173913,0.569444444,0.326086957,0.560185185,0.451086957,0.476851852,0.52173913,0.541666667,0.592391304,0.578703704,0.60326087,0
0.509259259,0.239130435,0.546296296,0.331521739,0.518518519,0.336956522,0.513888889,0.467391304,0.472222222,0.52173913,0.569444444,0.326086957,0.560185185,0.451086957,0.476851852,0.52173913,0.541666667,0.592391304,0.578703704,0.60326087,0
0.490740741,0.239130435,0.532407407,0.331521739,0.513888889,0.331521739,0.49537037,0.461956522,0.435185185,0.538043478,0.550925926,0.331521739,0.541666667,0.456521739,0.472222222,0.559782609,0.518518519,0.570652174,0.541666667,0.581521739,0
0.490740741,0.239130435,0.532407407,0.331521739,0.513888889,0.331521739,0.49537037,0.461956522,0.435185185,0.538043478,0.550925926,0.331521739,0.541666667,0.456521739,0.472222222,0.559782609,0.518518519,0.570652174,0.541666667,0.581521739,0
0.490740741,0.239130435,0.527777778,0.336956522,0.509259259,0.336956522,0.486111111,0.451086957,0.425925926,0.510869565,0.546296296,0.331521739,0.546296296,0.461956522,0.49537037,0.576086957,0.518518519,0.581521739,0.527777778,0.592391304,0
0.486111111,0.233695652,0.523148148,0.336956522,0.509259259,0.336956522,0.486111111,0.445652174,0.416666667,0.483695652,0.537037037,0.336956522,0.550925926,0.472826087,0.541666667,0.581521739,0.527777778,0.597826087,0.513888889,0.60326087,0
0.486111111,0.233695652,0.523148148,0.336956522,0.509259259,0.336956522,0.486111111,0.445652174,0.416666667,0.483695652,0.537037037,0.336956522,0.550925926,0.472826087,0.541666667,0.581521739,0.527777778,0.597826087,0.513888889,0.60326087,0
0.476851852,0.233695652,0.518518519,0.331521739,0.50462963,0.331521739,0.490740741,0.440217391,0.421296296,0.47826087,0.532407407,0.331521739,0.555555556,0.467391304,0.550925926,0.592391304,0.509259259,0.597826087,0.513888889,0.597826087,0
0.472222222,0.233695652,0.513888889,0.331521739,0.5,0.331521739,0.486111111,0.445652174,0.412037037,0.483695652,0.527777778,0.331521739,0.555555556,0.461956522,0.569444444,0.581521739,0.509259259,0.586956522,0.518518519,0.592391304,0
0.472222222,0.233695652,0.513888889,0.331521739,0.5,0.331521739,0.486111111,0.445652174,0.412037037,0.483695652,0.527777778,0.331521739,0.555555556,0.461956522,0.569444444,0.581521739,0.509259259,0.586956522,0.518518519,0.592391304,0
0.467592593,0.233695652,0.513888889,0.331521739,0.50462963,0.331521739,0.490740741,0.451086957,0.435185185,0.494565217,0.523148148,0.326086957,0.555555556,0.461956522,0.569444444,0.581521739,0.50462963,0.597826087,0.509259259,0.597826087,0
0.458333333,0.233695652,0.509259259,0.331521739,0.5,0.331521739,0.486111111,0.461956522,0.425925926,0.52173913,0.513888889,0.331521739,0.541666667,0.461956522,0.560185185,0.592391304,0.486111111,0.565217391,0.5,0.565217391,0
0.458333333,0.233695652,0.509259259,0.331521739,0.5,0.331521739,0.486111111,0.461956522,0.425925926,0.52173913,0.513888889,0.331521739,0.541666667,0.461956522,0.560185185,0.592391304,0.486111111,0.565217391,0.5,0.565217391,0
0.412037037,0.239130435,0.453703704,0.331521739,0.444444444,0.331521739,0.416666667,0.451086957,0.342592593,0.461956522,0.458333333,0.331521739,0.407407407,0.434782609,0.314814815,0.451086957,0.430555556,0.565217391,0.458333333,0.576086957,0
0.412037037,0.239130435,0.453703704,0.331521739,0.444444444,0.331521739,0.416666667,0.451086957,0.342592593,0.461956522,0.458333333,0.331521739,0.407407407,0.434782609,0.314814815,0.451086957,0.430555556,0.565217391,0.458333333,0.576086957,0
0.407407407,0.239130435,0.444444444,0.331521739,0.439814815,0.326086957,0.421296296,0.440217391,0.328703704,0.451086957,0.449074074,0.336956522,0.449074074,0.47826087,0.425925926,0.592391304,0.435185185,0.570652174,0.421296296,0.581521739,0
0.407407407,0.233695652,0.439814815,0.336956522,0.425925926,0.331521739,0.421296296,0.456521739,0.337962963,0.434782609,0.449074074,0.336956522,0.458333333,0.47826087,0.449074074,0.60326087,0.425925926,0.570652174,0.425925926,0.576086957,0
0.407407407,0.233695652,0.439814815,0.336956522,0.425925926,0.331521739,0.421296296,0.456521739,0.337962963,0.434782609,0.449074074,0.336956522,0.458333333,0.47826087,0.449074074,0.60326087,0.425925926,0.570652174,0.425925926,0.576086957,0
0.407407407,0.233695652,0.435185185,0.331521739,0.421296296,0.331521739,0.407407407,0.445652174,0.328703704,0.423913043,0.449074074,0.331521739,0.472222222,0.461956522,0.486111111,0.60326087,0.425925926,0.581521739,0.421296296,0.581521739,0
0.407407407,0.22826087,0.435185185,0.326086957,0.416666667,0.326086957,0.402777778,0.445652174,0.324074074,0.434782609,0.458333333,0.326086957,0.481481481,0.461956522,0.49537037,0.581521739,0.412037037,0.581521739,0.439814815,0.592391304,0
0.407407407,0.22826087,0.435185185,0.326086957,0.416666667,0.326086957,0.402777778,0.445652174,0.324074074,0.434782609,0.458333333,0.326086957,0.481481481,0.461956522,0.49537037,0.581521739,0.412037037,0.581521739,0.439814815,0.592391304,0
0.412037037,0.22826087,0.435185185,0.331521739,0.407407407,0.336956522,0.388888889,0.445652174,0.314814815,0.451086957,0.462962963,0.331521739,0.490740741,0.456521739,0.49537037,0.576086957,0.402777778,0.581521739,0.444444444,0.592391304,0
0.416666667,0.22826087,0.435185185,0.336956522,0.402777778,0.336956522,0.393518519,0.451086957,0.328703704,0.467391304,0.472222222,0.336956522,0.49537037,0.461956522,0.49537037,0.581521739,0.375,0.581521739,0.439814815,0.592391304,0
0.416666667,0.22826087,0.435185185,0.336956522,0.402777778,0.336956522,0.393518519,0.451086957,0.328703704,0.467391304,0.472222222,0.336956522,0.49537037,0.461956522,0.49537037,0.581521739,0.375,0.581521739,0.439814815,0.592391304,0
0.421296296,0.22826087,0.430555556,0.342391304,0.393518519,0.347826087,0.37037037,0.456521739,0.324074074,0.489130435,0.476851852,0.342391304,0.49537037,0.467391304,0.490740741,0.576086957,0.384259259,0.581521739,0.449074074,0.60326087,0
0.425925926,0.233695652,0.430555556,0.342391304,0.37962963,0.342391304,0.37037037,0.461956522,0.342592593,0.516304348,0.481481481,0.342391304,0.49537037,0.461956522,0.490740741,0.565217391,0.388888889,0.570652174,0.453703704,0.570652174,0
0.425925926,0.233695652,0.430555556,0.342391304,0.37962963,0.342391304,0.37037037,0.461956522,0.342592593,0.516304348,0.481481481,0.342391304,0.49537037,0.461956522,0.490740741,0.565217391,0.388888889,0.570652174,0.453703704,0.570652174,0
0.425925926,0.239130435,0.430555556,0.342391304,0.37962963,0.342391304,0.361111111,0.456521739,0.351851852,0.543478261,0.481481481,0.342391304,0.49537037,0.456521739,0.490740741,0.559782609,0.37962963,0.576086957,0.453703704,0.576086957,0
0.430555556,0.244565217,0.430555556,0.342391304,0.375,0.342391304,0.356481481,0.451086957,0.361111111,0.543478261,0.481481481,0.342391304,0.5,0.456521739,0.49537037,0.554347826,0.37962963,0.576086957,0.458333333,0.570652174,0
0.430555556,0.244565217,0.430555556,0.342391304,0.375,0.342391304,0.356481481,0.451086957,0.361111111,0.543478261,0.481481481,0.342391304,0.5,0.456521739,0.49537037,0.554347826,0.37962963,0.576086957,0.458333333,0.570652174,0
0.430555556,0.244565217,0.425925926,0.342391304,0.375,0.347826087,0.361111111,0.461956522,0.37037037,0.554347826,0.481481481,0.342391304,0.50462963,0.451086957,0.509259259,0.543478261,0.388888889,0.576086957,0.467592593,0.581521739,0
0.439814815,0.244565217,0.430555556,0.342391304,0.37962963,0.342391304,0.361111111,0.461956522,0.365740741,0.565217391,0.486111111,0.342391304,0.50462963,0.451086957,0.523148148,0.538043478,0.393518519,0.581521739,0.472222222,0.586956522,0
0.439814815,0.244565217,0.430555556,0.342391304,0.37962963,0.342391304,0.361111111,0.461956522,0.365740741,0.565217391,0.486111111,0.342391304,0.50462963,0.451086957,0.523148148,0.538043478,0.393518519,0.581521739,0.472222222,0.586956522,0
0.449074074,0.244565217,0.430555556,0.342391304,0.37962963,0.342391304,0.361111111,0.461956522,0.356481481,0.565217391,0.486111111,0.342391304,0.50462963,0.445652174,0.532407407,0.505434783,0.398148148,0.586956522,0.481481481,0.581521739,0
0.458333333,0.244565217,0.435185185,0.35326087,0.37962963,0.347826087,0.361111111,0.461956522,0.347222222,0.559782609,0.490740741,0.347826087,0.509259259,0.445652174,0.546296296,0.483695652,0.398148148,0.581521739,0.486111111,0.592391304,0
0.458333333,0.244565217,0.435185185,0.35326087,0.37962963,0.347826087,0.361111111,0.461956522,0.347222222,0.559782609,0.490740741,0.347826087,0.509259259,0.445652174,0.546296296,0.483695652,0.398148148,0.581521739,0.486111111,0.592391304,0
0.467592593,0.25,0.439814815,0.347826087,0.388888889,0.342391304,0.361111111,0.461956522,0.342592593,0.554347826,0.486111111,0.35326087,0.509259259,0.451086957,0.560185185,0.456521739,0.407407407,0.581521739,0.486111111,0.581521739,0
0.476851852,0.25,0.444444444,0.342391304,0.402777778,0.336956522,0.365740741,0.451086957,0.342592593,0.554347826,0.486111111,0.347826087,0.49537037,0.451086957,0.560185185,0.445652174,0.416666667,0.570652174,0.486111111,0.570652174,0
0.476851852,0.25,0.444444444,0.342391304,0.402777778,0.336956522,0.365740741,0.451086957,0.342592593,0.554347826,0.486111111,0.347826087,0.49537037,0.451086957,0.560185185,0.445652174,0.416666667,0.570652174,0.486111111,0.570652174,0
0.486111111,0.255434783,0.449074074,0.347826087,0.407407407,0.342391304,0.37962963,0.445652174,0.347222222,0.559782609,0.486111111,0.35326087,0.50462963,0.445652174,0.574074074,0.440217391,0.416666667,0.581521739,0.476851852,0.581521739,0
0.49537037,0.25,0.458333333,0.347826087,0.421296296,0.342391304,0.398148148,0.445652174,0.375,0.559782609,0.490740741,0.35326087,0.50462963,0.451086957,0.574074074,0.445652174,0.425925926,0.581521739,0.486111111,0.576086957,0
0.49537037,0.25,0.458333333,0.347826087,0.421296296,0.342391304,0.398148148,0.445652174,0.375,0.559782609,0.490740741,0.35326087,0.50462963,0.451086957,0.574074074,0.445652174,0.425925926,0.581521739,0.486111111,0.576086957,0
0.5,0.25,0.462962963,0.347826087,0.435185185,0.342391304,0.421296296,0.461956522,0.402777778,0.576086957,0.486111111,0.35326087,0.50462963,0.451086957,0.578703704,0.461956522,0.453703704,0.60326087,0.462962963,0.60326087,0
0.509259259,0.25,0.472222222,0.35326087,0.453703704,0.347826087,0.444444444,0.467391304,0.453703704,0.581521739,0.49537037,0.358695652,0.5,0.461956522,0.569444444,0.483695652,0.472222222,0.581521739,0.5,0.576086957,0
0.509259259,0.25,0.472222222,0.35326087,0.453703704,0.347826087,0.444444444,0.467391304,0.453703704,0.581521739,0.49537037,0.358695652,0.5,0.461956522,0.569444444,0.483695652,0.472222222,0.581521739,0.5,0.576086957,0
0.513888889,0.244565217,0.481481481,0.347826087,0.467592593,0.342391304,0.467592593,0.467391304,0.532407407,0.532608696,0.49537037,0.347826087,0.513888889,0.461956522,0.564814815,0.505434783,0.486111111,0.586956522,0.50462963,0.581521739,0
0.587962963,0.25,0.546296296,0.331521739,0.546296296,0.331521739,0.546296296,0.461956522,0.569444444,0.565217391,0.546296296,0.326086957,0.564814815,0.440217391,0.601851852,0.483695652,0.555555556,0.554347826,0.550925926,0.548913043,0
0.587962963,0.25,0.546296296,0.331521739,0.546296296,0.331521739,0.546296296,0.461956522,0.569444444,0.565217391,0.546296296,0.326086957,0.564814815,0.440217391,0.601851852,0.483695652,0.555555556,0.554347826,0.550925926,0.548913043,0
0.587962963,0.25,0.546296296,0.331521739,0.541666667,0.331521739,0.537037037,0.456521739,0.546296296,0.565217391,0.550925926,0.331521739,0.564814815,0.445652174,0.615740741,0.47826087,0.550925926,0.554347826,0.564814815,0.548913043,0
0.587962963,0.244565217,0.550925926,0.336956522,0.537037037,0.331521739,0.527777778,0.451086957,0.532407407,0.565217391,0.569444444,0.336956522,0.574074074,0.445652174,0.62962963,0.483695652,0.546296296,0.554347826,0.574074074,0.548913043,0
0.587962963,0.244565217,0.550925926,0.336956522,0.537037037,0.331521739,0.527777778,0.451086957,0.532407407,0.565217391,0.569444444,0.336956522,0.574074074,0.445652174,0.62962963,0.483695652,0.546296296,0.554347826,0.574074074,0.548913043,0
0.583333333,0.25,0.555555556,0.336956522,0.532407407,0.336956522,0.513888889,0.445652174,0.518518519,0.554347826,0.574074074,0.342391304,0.578703704,0.451086957,0.62962963,0.494565217,0.546296296,0.565217391,0.574074074,0.565217391,0
0.578703704,0.25,0.560185185,0.336956522,0.527777778,0.331521739,0.50462963,0.434782609,0.513888889,0.548913043,0.587962963,0.342391304,0.592592593,0.440217391,0.606481481,0.472826087,0.541666667,0.559782609,0.587962963,0.559782609,0
0.578703704,0.25,0.560185185,0.336956522,0.527777778,0.331521739,0.50462963,0.434782609,0.513888889,0.548913043,0.587962963,0.342391304,0.592592593,0.440217391,0.606481481,0.472826087,0.541666667,0.559782609,0.587962963,0.559782609,0
0.578703704,0.25,0.560185185,0.342391304,0.518518519,0.331521739,0.5,0.440217391,0.50462963,0.543478261,0.597222222,0.347826087,0.606481481,0.456521739,0.62962963,0.527173913,0.537037037,0.565217391,0.592592593,0.570652174,0
0.578703704,0.25,0.560185185,0.342391304,0.518518519,0.331521739,0.5,0.440217391,0.50462963,0.543478261,0.597222222,0.347826087,0.606481481,0.456521739,0.62962963,0.527173913,0.537037037,0.565217391,0.592592593,0.570652174,0
0.574074074,0.25,0.560185185,0.336956522,0.513888889,0.331521739,0.49537037,0.434782609,0.5,0.543478261,0.601851852,0.342391304,0.611111111,0.456521739,0.62962963,0.548913043,0.532407407,0.559782609,0.583333333,0.559782609,0
0.569444444,0.25,0.560185185,0.342391304,0.513888889,0.331521739,0.490740741,0.440217391,0.49537037,0.543478261,0.611111111,0.35326087,0.611111111,0.456521739,0.62037037,0.548913043,0.523148148,0.559782609,0.578703704,0.565217391,0
0.564814815,0.25,0.560185185,0.342391304,0.509259259,0.331521739,0.490740741,0.440217391,0.486111111,0.543478261,0.606481481,0.347826087,0.615740741,0.456521739,0.62037037,0.554347826,0.518518519,0.554347826,0.578703704,0.559782609,0
0.564814815,0.25,0.560185185,0.342391304,0.509259259,0.331521739,0.490740741,0.440217391,0.486111111,0.543478261,0.606481481,0.347826087,0.615740741,0.456521739,0.62037037,0.554347826,0.518518519,0.554347826,0.578703704,0.559782609,0
0.560185185,0.244565217,0.555555556,0.336956522,0.50462963,0.331521739,0.486111111,0.440217391,0.476851852,0.538043478,0.606481481,0.342391304,0.615740741,0.451086957,0.62037037,0.554347826,0.513888889,0.554347826,0.578703704,0.565217391,0
0.550925926,0.25,0.555555556,0.342391304,0.5,0.336956522,0.481481481,0.445652174,0.472222222,0.543478261,0.606481481,0.347826087,0.615740741,0.451086957,0.611111111,0.554347826,0.513888889,0.559782609,0.578703704,0.565217391,0
0.550925926,0.25,0.555555556,0.342391304,0.5,0.336956522,0.481481481,0.445652174,0.472222222,0.543478261,0.606481481,0.347826087,0.615740741,0.451086957,0.611111111,0.554347826,0.513888889,0.559782609,0.578703704,0.565217391,0
0.541666667,0.25,0.550925926,0.342391304,0.49537037,0.336956522,0.476851852,0.445652174,0.462962963,0.548913043,0.601851852,0.342391304,0.615740741,0.451086957,0.606481481,0.565217391,0.50462963,0.559782609,0.569444444,0.565217391,0
0.541666667,0.25,0.550925926,0.342391304,0.49537037,0.336956522,0.476851852,0.445652174,0.462962963,0.548913043,0.601851852,0.342391304,0.615740741,0.451086957,0.606481481,0.565217391,0.50462963,0.559782609,0.569444444,0.565217391,0
0.527777778,0.25,0.541666667,0.342391304,0.490740741,0.342391304,0.467592593,0.445652174,0.458333333,0.548913043,0.587962963,0.342391304,0.606481481,0.456521739,0.592592593,0.565217391,0.5,0.548913043,0.564814815,0.559782609,0
0.513888889,0.255434783,0.532407407,0.342391304,0.490740741,0.342391304,0.467592593,0.451086957,0.449074074,0.5,0.583333333,0.342391304,0.601851852,0.451086957,0.555555556,0.554347826,0.49537037,0.554347826,0.555555556,0.565217391,0
0.50462963,0.255434783,0.527777778,0.342391304,0.486111111,0.342391304,0.467592593,0.445652174,0.458333333,0.494565217,0.574074074,0.336956522,0.583333333,0.451086957,0.518518519,0.527173913,0.486111111,0.554347826,0.546296296,0.565217391,0
0.50462963,0.255434783,0.527777778,0.342391304,0.486111111,0.342391304,0.467592593,0.445652174,0.458333333,0.494565217,0.574074074,0.336956522,0.583333333,0.451086957,0.518518519,0.527173913,0.486111111,0.554347826,0.546296296,0.565217391,0
0.490740741,0.25,0.518518519,0.342391304,0.481481481,0.347826087,0.472222222,0.451086957,0.458333333,0.516304348,0.560185185,0.336956522,0.574074074,0.440217391,0.486111111,0.516304348,0.490740741,0.559782609,0.541666667,0.559782609,0
